architecture_ids,architecture_names,architecture_types,backend,benchmark_name,completed_at,duration_ms,experiment_group,game,game_parameters,model,outcome_label,prompt_family,prompt_family_id,prompt_version,record_type,run_id,seed,started_at,trial,trial_id,variant_name
"[""parallel_f16f16q4"", ""hierarchical_qmix""]","[""Parallel Team (F16+F16+Q4)"", ""Hierarchical Team (Q4->Q8->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:35Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Hierarchical Team (Q4->Q8->F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,3646194451,2026-04-11T01:57:35Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::1::3646194451,gravity_grid_standard_v1
"[""parallel_f16f16q4"", ""hierarchical_f16f16q4""]","[""Parallel Team (F16+F16+Q4)"", ""Hierarchical Team (Q4->F16->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:35Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,2063053310,2026-04-11T01:57:35Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::1::2063053310,discrete_blotto_v1
"[""parallel_f16f16q4"", ""hierarchical_f16f16q4""]","[""Parallel Team (F16+F16+Q4)"", ""Hierarchical Team (Q4->F16->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:36Z,1000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Parallel Team (F16+F16+Q4),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,3017552838,2026-04-11T01:57:35Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::1::3017552838,gravity_grid_standard_v1
"[""parallel_f16f16q4"", ""hierarchical_q4q4f16""]","[""Parallel Team (F16+F16+Q4)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:36Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,2207855158,2026-04-11T01:57:36Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::1::2207855158,discrete_blotto_v1
"[""parallel_f16f16q4"", ""hierarchical_q4q4f16""]","[""Parallel Team (F16+F16+Q4)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:36Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Hierarchical Team (Q4->Q4->F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,1305200981,2026-04-11T01:57:36Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::1::1305200981,gravity_grid_standard_v1
"[""parallel_q4q4f16"", ""hierarchical_qmix""]","[""Parallel Team (Q4+Q4+F16)"", ""Hierarchical Team (Q4->Q8->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:36Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,12845695,2026-04-11T01:57:36Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::1::12845695,discrete_blotto_v1
"[""parallel_q4q4f16"", ""hierarchical_qmix""]","[""Parallel Team (Q4+Q4+F16)"", ""Hierarchical Team (Q4->Q8->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:36Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Parallel Team (Q4+Q4+F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,23609372,2026-04-11T01:57:36Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::1::23609372,gravity_grid_standard_v1
"[""parallel_q4q4f16"", ""hierarchical_f16f16q4""]","[""Parallel Team (Q4+Q4+F16)"", ""Hierarchical Team (Q4->F16->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:36Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,2344184928,2026-04-11T01:57:36Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::1::2344184928,discrete_blotto_v1
"[""parallel_q4q4f16"", ""hierarchical_f16f16q4""]","[""Parallel Team (Q4+Q4+F16)"", ""Hierarchical Team (Q4->F16->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:36Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Parallel Team (Q4+Q4+F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,4197561423,2026-04-11T01:57:36Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::1::4197561423,gravity_grid_standard_v1
"[""parallel_q4q4f16"", ""hierarchical_q4q4f16""]","[""Parallel Team (Q4+Q4+F16)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:36Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,101751939,2026-04-11T01:57:36Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::1::101751939,discrete_blotto_v1
"[""parallel_q4q4f16"", ""hierarchical_q4q4f16""]","[""Parallel Team (Q4+Q4+F16)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""parallel"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:36Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Parallel Team (Q4+Q4+F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,1910778324,2026-04-11T01:57:36Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::1::1910778324,gravity_grid_standard_v1
"[""hierarchical_qmix"", ""hierarchical_f16f16q4""]","[""Hierarchical Team (Q4->Q8->F16)"", ""Hierarchical Team (Q4->F16->F16)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:36Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,442593161,2026-04-11T01:57:36Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::1::442593161,discrete_blotto_v1
"[""hierarchical_qmix"", ""hierarchical_f16f16q4""]","[""Hierarchical Team (Q4->Q8->F16)"", ""Hierarchical Team (Q4->F16->F16)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,1000,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Hierarchical Team (Q4->Q8->F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,1685147296,2026-04-11T01:57:36Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::1::1685147296,gravity_grid_standard_v1
"[""hierarchical_qmix"", ""hierarchical_q4q4f16""]","[""Hierarchical Team (Q4->Q8->F16)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",qwen2_5_7b_quantization_subset,TIE,structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,3647572803,2026-04-11T01:57:37Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::blotto::1::3647572803,discrete_blotto_v1
"[""hierarchical_qmix"", ""hierarchical_q4q4f16""]","[""Hierarchical Team (Q4->Q8->F16)"", ""Hierarchical Team (Q4->Q4->F16)""]","[""hierarchical"", ""hierarchical""]",ollama,multi_agent_llm_game_benchmark_quantization_subset,2026-04-11T01:57:37Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",qwen2_5_7b_quantization_subset,Hierarchical Team (Q4->Q8->F16),structured_reasoning,structured_reasoning_v1,structured_reasoning_v1,trial_metadata,run_20260410_215734_032b2a0_dirty,2370887330,2026-04-11T01:57:37Z,1,run_20260410_215734_032b2a0_dirty::internal_ai_tournament::connect4::1::2370887330,gravity_grid_standard_v1
